place_name,region,source,review_count,rating,cuisine,eating_type,price,range,comment,second_comment,location.1,rating_google,location,formatted_region
Bumbu Bali 2,Tanjung Benoa,https://www.tripadvisor.com/Restaurant_Review-g1465999-d1182610-Reviews-Bumbu_Bali_2-Tanjung_Benoa_Nusa_Dua_Peninsula_Bali.html#REVIEWS,240,Average,"Asian, Indonesian",Mid-range,Moderate,25.3 mi,"AVERAGE TO  GOOD FOOD,SERVICE...",Best Bali meal to date,"{'lat': -8.7694529, 'lng': 115.2218465}",4.4,"Jl. Pratama, Tanjung, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80363, Indonesia","Kuta Selatan, Badung"
Shaka Riki,Pecatu,https://www.tripadvisor.com/Restaurant_Review-g1380108-d15125532-Reviews-Shaka_Riki-Pecatu_Bukit_Peninsula_Bali.html#REVIEWS,89,Low,"Japanese, Seafood",Mid-range,Moderate,29.0 mi,Best Japanese in Bali,MUST MUST MUST GO! Delicious and cozy.,"{'lat': -8.817691, 'lng': 115.114615}",4.6,"Jl. Labuansait, Pecatu, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia","Kuta Selatan, Badung"
Sandy Bay Beach Club,Nusa Lembongan,https://www.tripadvisor.com/Restaurant_Review-g1137831-d2099612-Reviews-Sandy_Bay_Beach_Club-Nusa_Lembongan_Bali.html#REVIEWS,2656,High,"Bar, Seafood",Mid-range,Moderate,25.6 mi,Great place,Great venue for sunset dinner,"{'lat': -8.6888536, 'lng': 115.4299901}",4.4,"Jl. Sandy Bay, Lembongan, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia","Nusa Penida, Klungkung"
The Octagon Ocean Club,West Bali National Park,https://www.tripadvisor.com/Restaurant_Review-g2092500-d10330685-Reviews-The_Octagon_Ocean_Club-West_Bali_National_Park_Buleleng_Regency_Bali.html#REVIEWS,112,Low,"Seafood, Indonesian",Mid-range,Moderate,47.3 mi,The Octagon a calm and pleasand place,Reccommended,"{'lat': -8.1325251, 'lng': 114.5564055}",4.6,"West Bali National Park, Jl. Raya Seririt - Gilimanuk, Desa Pejarakan, Pejarakan, Kec. Gerokgak, Singaraja, Bali 81155, Indonesia","Gerokgak, Buleleng"
The Cashew Tree,Pecatu,https://www.tripadvisor.com/Restaurant_Review-g1380108-d7915018-Reviews-The_Cashew_Tree-Pecatu_Bukit_Peninsula_Bali.html#REVIEWS,800,Average,"Cafe, Healthy",Mid-range,Moderate,28.2 mi,Slow service but good food,"Always a good option 
I do","{'lat': -8.8068677, 'lng': 115.117054}",4.3,"Jl. Pantai Bingin No.9, Pecatu, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia","Kuta Selatan, Badung"
Warung Enak Bali,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d1182743-Reviews-Warung_Enak_Bali-Ubud_Gianyar_Regency_Bali.html#REVIEWS,397,Average,"Asian, Indonesian",Mid-range,Moderate,9.4 mi,Amazing food!,Good food,"{'lat': -8.7155722, 'lng': 115.1766717}",4.7,"Jl. Mataram No.30, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
La Favela Bar Y Restaurant,Seminyak,https://www.tripadvisor.com/Restaurant_Review-g469404-d4717368-Reviews-La_Favela_Bar_Y_Restaurant-Seminyak_Kuta_District_Bali.html#REVIEWS,3555,High,"Bar, European",Mid-range,Moderate,19.3 mi,Beautiful restaurant with great food,Food quality could be improved,"{'lat': -8.683901, 'lng': 115.1628721}",4.4,"Jalan Laksamana Oberoi No.177X, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80561, Indonesia","Kuta, Badung"
Life In Amed Restaurant,Amed,https://www.tripadvisor.com/Restaurant_Review-g608478-d1876509-Reviews-Life_In_Amed_Restaurant-Amed_Abang_Karangasem_Bali.html#REVIEWS,168,Low,"Seafood, European",Mid-range,Moderate,34.4 mi,Outstanding food and service,Best Place to Get a Healthy Meal in Amed,"{'lat': -8.3548917, 'lng': 115.6889366}",4.3,"Amed St, Bunutan, Abang, Karangasem Regency, Bali 80852, Indonesia","Abang, Karangasem"
Ulu Cliffhouse,Pecatu,https://www.tripadvisor.com/Restaurant_Review-g1380108-d12976474-Reviews-Ulu_Cliffhouse-Pecatu_Bukit_Peninsula_Bali.html#REVIEWS,432,Average,"International, Bar",Mid-range,Moderate,29.0 mi,Decent place with nice view,Stunning location with epic food and...,"{'lat': -8.8139684, 'lng': 115.0916222}",4.1,"Ulu Cliffhouse, Pecatu, South Kuta, Pecatu, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia","Kuta Selatan, Badung"
Wahaha Seminyak,Seminyak,https://www.tripadvisor.com/Restaurant_Review-g469404-d1799996-Reviews-Wahaha_Seminyak-Seminyak_Kuta_District_Bali.html#REVIEWS,1000,Average,"Barbecue, Indonesian",Mid-range,Moderate,19.4 mi,Dinner,disclaimer: auto translated,"{'lat': -8.6854015, 'lng': 115.1694482}",4.5,"Jl. Sunset Road No.1689, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
Atman Kafe,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d3151598-Reviews-Atman_Kafe-Ubud_Gianyar_Regency_Bali.html#REVIEWS,895,Average,"Cafe, Indonesian",Mid-range,Moderate,9.1 mi,Lovely Quiet and Delicious,Lunch with a view,"{'lat': -8.512592399999999, 'lng': 115.2644351}",4.2,"Jl. Hanoman No.38, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
The Junction House Seminyak,Seminyak,https://www.tripadvisor.com/Restaurant_Review-g469404-d1545100-Reviews-The_Junction_House_Seminyak-Seminyak_Kuta_District_Bali.html#REVIEWS,327,Average,"French, European",Mid-range,Moderate,19.4 mi,Great place and friendly staff,Quirky yet fun,"{'lat': -8.6837699, 'lng': 115.1574205}",4.5,"In front of Seminyak Square, Kayu Aya No.3 Seminyak Kerobokan Kelod Kuta Utara, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta Utara, Badung"
Gedong Sisi Warung,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d6104885-Reviews-Gedong_Sisi_Warung-Ubud_Gianyar_Regency_Bali.html#REVIEWS,631,Average,"Indonesian, Italian",Mid-range,Moderate,8.7 mi,"Beautiful decor, beautiful food, gracious...",Authentic Balinese cuisine,"{'lat': -8.507325999999999, 'lng': 115.2638005}",4.4,"Ubud Main Road, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
Retro Beach Restaurant,Sanur,https://www.tripadvisor.com/Restaurant_Review-g297700-d8619639-Reviews-Retro_Beach_Restaurant-Sanur_Denpasar_Bali.html#REVIEWS,302,Average,"Seafood, Asian",Mid-range,Moderate,21.6 mi,Nice spot for a lunch.,Great Location,"{'lat': (None) , 'lng': (None)}",,"77Q4+F3X, Jl. Kusuma Sari, Sanur Kauh, Denpasar Selatan, Kota Denpasar, Bali","Denpasar Selatan, Denpasar"
Warung Eropa,Kerobokan,https://www.tripadvisor.com/Restaurant_Review-g608486-d1841339-Reviews-Warung_Eropa-Kerobokan_North_Kuta_Bali.html#REVIEWS,379,Average,"International, Asian",Mid-range,Moderate,18.7 mi,"Nice food, it's really nice",Great Food and Service!,"{'lat': -8.673862, 'lng': 115.1574101}",4.6,"Jl. Petitenget No.9D, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia","Kuta Utara, Badung"
Bebek Tepi Sawah,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d1953278-Reviews-Bebek_Tepi_Sawah-Ubud_Gianyar_Regency_Bali.html#REVIEWS,1413,High,"Asian, Indonesian",Mid-range,Moderate,9.9 mi,Good,Delicious Food and Beautiful...,"{'lat': -8.5236399, 'lng': 115.2728463}",4.6,"Jalan raya goa gajah, banjar teges, Peliatan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
Paon Doeloe Restaurant,Tanjung Benoa,https://www.tripadvisor.com/Restaurant_Review-g1465999-d3176485-Reviews-Paon_Doeloe_Restaurant-Tanjung_Benoa_Nusa_Dua_Peninsula_Bali.html#REVIEWS,301,Average,"Asian, Indonesian",Mid-range,Moderate,25.6 mi,Candlelight dinner - lovely!,"Good food, good service, competitive...","{'lat': -8.7757048, 'lng': 115.2231991}",4.6,"Jl. Pratama No.70, Tj. Benoa, Nusa Dua, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
Wanara Kitchen,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d9603843-Reviews-Wanara_Kitchen-Ubud_Gianyar_Regency_Bali.html#REVIEWS,134,Low,International,Mid-range,Moderate,9.0 mi,Great coffee,Pleasant Surprise,"{'lat': -8.516172, 'lng': 115.2601167}",4.3,"Jl. Monkey Forest No.10, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
Coffee Cutters,Legian,https://www.tripadvisor.com/Restaurant_Review-g608487-d14928824-Reviews-Coffee_Cutters-Legian_Kuta_District_Bali.html#REVIEWS,65,Low,Coffee & Tea,Mid-range,Moderate,20.4 mi,BEST COFFEE AND SERVICE,If you love great coffee go here!,"{'lat': -8.6996678, 'lng': 115.1657323}",4.8,"Jl. Werkudara No.522, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
Mango Taru,Sanur,https://www.tripadvisor.com/Restaurant_Review-g297700-d15199781-Reviews-Mango_Taru-Sanur_Denpasar_Bali.html#REVIEWS,89,Low,"Cafe, Asian",Mid-range,Moderate,20.3 mi,Must pay a visit,Something a little different.,"{'lat': -8.6892797, 'lng': 115.2634508}",4.7,"Jl. Danau Tamblingan No.82, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia","Denpasar Selatan, Denpasar"
Agung Beach Club,Nusa Lembongan,https://www.tripadvisor.com/Restaurant_Review-g1137831-d11913463-Reviews-Agung_Beach_Club-Nusa_Lembongan_Bali.html#REVIEWS,125,Low,"Bar, Seafood",Mid-range,Moderate,26.1 mi,Agung Beach Club,Amazing food and views,"{'lat': -8.6658914, 'lng': 115.4650382}",4.6,"8FM8+J2V, Unnamed Rd,, Jungutbatu, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia","Nusa Penida, Klungkung"
Gowes Coffee,Tibubeneng,https://www.tripadvisor.com/Restaurant_Review-g10086747-d15082708-Reviews-Gowes_Coffee-Tibubeneng_North_Kuta_Bali.html#REVIEWS,69,Low,"Coffee & Tea, Cafe",Mid-range,Moderate,17.8 mi,Amazing place for lunch in Canggu,Recommended,"{'lat': -8.6579845, 'lng': 115.1403068}",4.5,"Canggu, Jl. Raya Semat No.1, Tibubeneng, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia","Kuta Utara, Badung"
Nyoman's Beer Garden Bar & Restaurant,Nusa Dua,https://www.tripadvisor.com/Restaurant_Review-g297698-d1198276-Reviews-Nyoman_s_Beer_Garden_Bar_Restaurant-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html#REVIEWS,910,Average,"Italian, German",Mid-range,Moderate,27.8 mi,Always visit Nyomans and never...,Great night,"{'lat': -8.8059222, 'lng': 115.2253275}",4.3,"Jl. Nusa Dua, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia","Kuta Selatan, Badung"
Kitchenette Beachwalk,Kuta,https://www.tripadvisor.com/Restaurant_Review-g297697-d3454598-Reviews-Kitchenette_Beachwalk-Kuta_Kuta_District_Bali.html#REVIEWS,680,Average,"Cafe, European",Mid-range,Moderate,21.6 mi,Good food,Delicious,"{'lat': -8.7175406, 'lng': 115.169032}",4.3,"Beachwalk, Jl. Pantai Kuta No.2, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
Febri's Restaurant,Kuta,https://www.tripadvisor.com/Restaurant_Review-g297697-d2433358-Reviews-Febri_s_Restaurant-Kuta_Kuta_District_Bali.html#REVIEWS,304,Average,"European, Asian",Mid-range,Moderate,22.7 mi,Always good food and great value,Delicious Food,"{'lat': -8.732664, 'lng': 115.1676}",4.4,"Jalan Kartika Plaza, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
Blue Earth Village,Amed,https://www.tripadvisor.com/Restaurant_Review-g608478-d14031139-Reviews-Blue_Earth_Village-Amed_Abang_Karangasem_Bali.html#REVIEWS,194,Low,"Italian, Mediterranean",Mid-range,Moderate,32.7 mi,Worth  a visit,Best place to hang out in Amed !,"{'lat': -8.3386374, 'lng': 115.6624304}",4.5,"Amed St, Bunutan, Abang, Karangasem Regency, Bali 80852, Indonesia","Abang, Karangasem"
District Canggu,Tibubeneng,https://www.tripadvisor.com/Restaurant_Review-g10086747-d12437420-Reviews-District_Canggu-Tibubeneng_North_Kuta_Bali.html#REVIEWS,133,Low,"Cafe, Healthy",Mid-range,Moderate,17.9 mi,"Amazing food, great service",Awesome place for brunch!,"{'lat': -8.6478175, 'lng': 115.1385192}",,"Canggu, Kuta Utara, Badung Regency, Bali, Indonesia","Kuta Utara, Badung"
Poulet Bali,Legian,https://www.tripadvisor.com/Restaurant_Review-g608487-d10538935-Reviews-Poulet_Bali-Legian_Kuta_District_Bali.html#REVIEWS,187,Low,"European, Grill",Mid-range,Moderate,20.3 mi,Great Food,Nice cozy coffee shop,"{'lat': -8.6754035, 'lng': 115.4919622}",3.9,"8FFR+RQP, Jl. Raya Toya Pakeh - Ped, Ped, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia","Nusa Penida, Klungkung"
Velvet Ubud,Kedewatan,https://www.tripadvisor.com/Restaurant_Review-g1933359-d15551583-Reviews-Velvet_Ubud-Kedewatan_Ubud_Gianyar_Regency_Bali.html#REVIEWS,111,Low,"Seafood, Mexican",Mid-range,Moderate,7.0 mi,very good good heh and have,Great Mexican and Seafood - Hidden Gem,"{'lat': -8.4864585, 'lng': 115.2517113}",4.8,"VELVET, Jalan Raya Lungsiakan No.64, Kedewatan, Ubud, Gianyar, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
Ksuna Restaurant,Lodtunduh,https://www.tripadvisor.com/Restaurant_Review-g3388764-d20302803-Reviews-Ksuna_Restaurant-Lodtunduh_Ubud_Gianyar_Regency_Bali.html#REVIEWS,58,Low,"International, Asian",Mid-range,Moderate,12.0 mi,GOOD EXPERIENCE,EXCELLENT FOOD WITH NICE SERVICE,"{'lat': -8.5613888, 'lng': 115.2675969}",4.6,"Jl. Raya Silungan, Lodtunduh, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
Al Diwan Bali,Kuta,https://www.tripadvisor.com/Restaurant_Review-g297697-d10182847-Reviews-Al_Diwan_Bali-Kuta_Kuta_District_Bali.html#REVIEWS,290,Average,"Lebanese, Mediterranean",Mid-range,Moderate,19.0 mi,Best Lebanese food/chef in Bali,Best Lebanese outside of Lebanon!,"{'lat': -8.6778382, 'lng': 115.1539999}",4.2,"Jl. Petitenget No.99X, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia","Kuta Utara, Badung"
Boni Bali Restaurant,Gianyar,https://www.tripadvisor.com/Restaurant_Review-g297695-d2083517-Reviews-Boni_Bali_Restaurant-Gianyar_Gianyar_Regency_Bali.html#REVIEWS,331,Average,"Asian, Indonesian",Mid-range,Moderate,6.3 mi,A hidden gem!,Excellent Food,"{'lat': -8.4261281, 'lng': 115.2799913}",4.3,"Jl. Pakudui, Kedisan, Kec. Tegallalang, Kabupaten Gianyar, Bali 80561, Indonesia","Tegallalang, Gianyar"
DUGONG at Suarga Padang Padang,Pecatu,https://www.tripadvisor.com/Restaurant_Review-g1380108-d8858260-Reviews-DUGONG_at_Suarga_Padang_Padang-Pecatu_Bukit_Peninsula_Bali.html#REVIEWS,324,Average,"Seafood, Asian",Mid-range,Moderate,28.7 mi,Highly Recommended!,Best restaurant in Bali,"{'lat': -8.8109934, 'lng': 115.1046707}",4.2,"Pecatu, JL. Pantai Labuan Sait, Pecatu, Bali, 80361, Indonesia","Kuta, Badung"
Craftsman Ubud,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d20344926-Reviews-Craftsman_Ubud-Ubud_Gianyar_Regency_Bali.html#REVIEWS,44,Low,"Bar, International",Mid-range,Moderate,8.4 mi,Craftsman Ubud,More than a great meal,"{'lat': -8.502950199999999, 'lng': 115.2641036}",4.6,"Jl. Suweta No.29, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
Kakiang Bakery,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d1182719-Reviews-Kakiang_Bakery-Ubud_Gianyar_Regency_Bali.html#REVIEWS,369,Average,"Bakeries, Cafe",Mid-range,Moderate,9.4 mi,Good rest stop for sweet treats after...,Nice cake,"{'lat': -8.5199549, 'lng': 115.2630747}",4.5,"F7J7+268, Jl. Raya Pengosekan Ubud, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
Lumbung Bali Huts Restaurant,Nusa Lembongan,https://www.tripadvisor.com/Restaurant_Review-g1137831-d12363184-Reviews-Lumbung_Bali_Huts_Restaurant-Nusa_Lembongan_Bali.html#REVIEWS,242,Average,"Seafood, International",Mid-range,Moderate,25.4 mi,Enjoyed in total 6 different meals and...,Amazing holliday,"{'lat': -8.6830637, 'lng': 115.4325167}",3.6,"Mushroom bay, lembongan Islands, Jungutbatu, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia","Nusa Penida, Klungkung"
Kopi Pot,Kuta,https://www.tripadvisor.com/Restaurant_Review-g297697-d1049186-Reviews-Kopi_Pot-Kuta_Kuta_District_Bali.html#REVIEWS,748,Average,"Asian, Indonesian",Mid-range,Moderate,21.4 mi,A favourite destination for dinner,Old Balinese charm,"{'lat': -8.7151179, 'lng': 115.1735726}",4.2,"Jln Legian No.139, Kuta, Badung Regency, Bali 80361, Indonesia","Kuta, Badung"
Casa Asia Restaurant Bingin,Pecatu,https://www.tripadvisor.com/Restaurant_Review-g1380108-d12550325-Reviews-Casa_Asia_Restaurant_Bingin-Pecatu_Bukit_Peninsula_Bali.html#REVIEWS,259,Average,"Italian, Pizza",Mid-range,Moderate,28.6 mi,It's a must in uluwatu,Good Italian,"{'lat': -8.8118743, 'lng': 115.113533}",4.6,"Jl. Pantai Bingin, Pecatu, Kec. Kuta Sel., Kabupaten Badung, Bali 80364, Indonesia","Kuta Selatan, Badung"
Pokepokecanggu,Canggu,https://www.tripadvisor.com/Restaurant_Review-g311298-d8723777-Reviews-Pokepokecanggu-Canggu_North_Kuta_Bali.html#REVIEWS,201,Average,"Hawaiian, Seafood",Mid-range,Moderate,17.4 mi,BEST POKE BOWLS IN BALI!,Magnificent !,"{'lat': -8.6544429, 'lng': 115.1297524}",4.3,"Jl. Munduk Catu, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali, Indonesia","Kuta Utara, Badung"
Blue 9 Beach Bar and Restaurant,Seminyak,https://www.tripadvisor.com/Restaurant_Review-g469404-d6404118-Reviews-Blue_9_Beach_Bar_and_Restaurant-Seminyak_Kuta_District_Bali.html#REVIEWS,594,Average,"Bar, Pizza",Mid-range,Moderate,20.2 mi,"Great Location, Friendly Staff, good...",Love The View & Live Band,"{'lat': -8.696994, 'lng': 115.1614692}",4.3,"Jl. Double Six, Seminyak, Kec. Kuta, Kabupaten Badung, Bali, Indonesia","Kuta, Badung"
Old Man's Bali,Canggu,https://www.tripadvisor.com/Restaurant_Review-g311298-d4887775-Reviews-Old_Man_s_Bali-Canggu_North_Kuta_Bali.html#REVIEWS,2157,High,"Quick Bites, Bar",Mid-range,Moderate,18.0 mi,"The venue is really nice, DJ and music...",Great Party Spot,"{'lat': -8.6590616, 'lng': 115.1307616}",4.4,"Jl. Pantai Batu Bolong No.117X, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali 80351, Indonesia","Kuta Utara, Badung"
"Warung Laota, Tuban (Raya Kuta)",Kuta,https://www.tripadvisor.com/Restaurant_Review-g297697-d1161985-Reviews-Warung_Laota_Tuban_Raya_Kuta-Kuta_Kuta_District_Bali.html#REVIEWS,659,Average,"Chinese, Seafood",Mid-range,Moderate,22.9 mi,Nice and clean,Should try porridge!,"{'lat': -8.733513799999999, 'lng': 115.1777949}",4.5,"Jl. Raya Kuta No.530, Tuban, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
Cafe Batu Jimbar Sanur,Sanur,https://www.tripadvisor.com/Restaurant_Review-g297700-d1135122-Reviews-Cafe_Batu_Jimbar_Sanur-Sanur_Denpasar_Bali.html#REVIEWS,1247,High,"Cafe, European",Mid-range,Moderate,20.7 mi,Newly Renovated,Used to be better!,"{'lat': -8.695543599999999, 'lng': 115.2637755}",4.3,"Jl. Danau Tamblingan No.75A, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia","Denpasar Selatan, Denpasar"
Nook Umalas,Kerobokan,https://www.tripadvisor.com/Restaurant_Review-g608486-d4474190-Reviews-Nook_Umalas-Kerobokan_North_Kuta_Bali.html#REVIEWS,1683,High,"Cafe, Asian",Mid-range,Moderate,18.3 mi,hipster instagrammer paradise-but food is...,Consistently good food,"{'lat': -8.669782399999999, 'lng': 115.1611433}",4.5,"Jl. Umalas 1 No.3, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia","Kuta Utara, Badung"
Naughty Nuri's Warung and Grill,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d1077574-Reviews-Naughty_Nuri_s_Warung_and_Grill-Ubud_Gianyar_Regency_Bali.html#REVIEWS,3468,High,"Barbecue, Asian",Mid-range,Moderate,7.4 mi,The original,Fantastic Ribs,"{'lat': -8.492482899999999, 'lng': 115.2532592}",4.3,"Jl. Raya Sanggingan No.88X, Kedewatan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
Posers Pub & Restaurant,Legian,https://www.tripadvisor.com/Restaurant_Review-g608487-d1594561-Reviews-Posers_Pub_Restaurant-Legian_Kuta_District_Bali.html#REVIEWS,677,Average,"Bar, Asian",Mid-range,Moderate,20.8 mi,A Solid Choice,People Watchers Corner,"{'lat': -8.706054, 'lng': 115.1684449}",4.1,"Jl. Padma No.1, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
Missibu,Tibubeneng,https://www.tripadvisor.com/Restaurant_Review-g10086747-d14061926-Reviews-Missibu-Tibubeneng_North_Kuta_Bali.html#REVIEWS,131,Low,"Cafe, Healthy",Mid-range,Moderate,17.9 mi,Simple and tasty Fried Noodle / Kwetiau,we had a great Breakfast,"{'lat': -8.6647911, 'lng': 115.1423034}",5,"tamora shop & apartment, Gg. Sri Kahyangan, Tibubeneng, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia","Kuta Utara, Badung"
Yuyake Teppanyaki at Legian Beach Hotel,Legian,https://www.tripadvisor.com/Restaurant_Review-g608487-d3468392-Reviews-Yuyake_Teppanyaki_at_Legian_Beach_Hotel-Legian_Kuta_District_Bali.html#REVIEWS,218,Average,"Seafood, Japanese",Mid-range,Moderate,21.0 mi,A Great Experience,Dinner with a twist,"{'lat': -8.7080863, 'lng': 115.1668494}",4.1,"Jl. Melasti Legian Kelod, Legian, Kec. Kuta, Bali 80361, Indonesia","Kuta, Badung"
Jamie Oliver Kitchen,Kuta,https://www.tripadvisor.com/Restaurant_Review-g297697-d8139817-Reviews-Jamie_Oliver_Kitchen-Kuta_Kuta_District_Bali.html#REVIEWS,1848,High,"Italian, International",Mid-range,Moderate,22.0 mi,Fabulous,Great simple food in Bali,"{'lat': (None) , 'lng': (None)}",,"Jalan Pantai Kuta, Banjar Pande Mas, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361","Kuta, Badung"
Tigerlillys Restaurant & Bar,Nusa Lembongan,https://www.tripadvisor.com/Restaurant_Review-g1137831-d4104371-Reviews-Tigerlillys_Restaurant_Bar-Nusa_Lembongan_Bali.html#REVIEWS,324,Average,"Indonesian, Cafe",Mid-range,Moderate,25.7 mi,Cosy and nice environment,Lovely Lunch,"{'lat': -8.6736398, 'lng': 115.4489005}",4.6,"Nusa Lembongan, Jl. Jungutbatu, Jungutbatu, Nusa Penida, Klungkung Regency, Bali 80771, Indonesia","Nusa Penida, Klungkung"
Pregina Warung,Sanur,https://www.tripadvisor.com/Restaurant_Review-g297700-d1536914-Reviews-Pregina_Warung-Sanur_Denpasar_Bali.html#REVIEWS,652,Average,"Asian, Indonesian",Mid-range,Moderate,20.4 mi,Good food but not outstanding,My go to for crispy duck,"{'lat': -8.6910509, 'lng': 115.2636469}",4.2,"Jl. Danau Tamblingan No.106, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia","Denpasar Selatan, Denpasar"
Mozzarella by The Sea,Legian,https://www.tripadvisor.com/Restaurant_Review-g608487-d2089614-Reviews-Mozzarella_by_The_Sea-Legian_Kuta_District_Bali.html#REVIEWS,2176,High,Indonesian,Mid-range,Moderate,20.6 mi,Great atmosphere and staff,Dinner,"{'lat': -8.7023449, 'lng': 115.1645189}",4.2,"Jalan Padma Utara, Legian Kaja, Kuta, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
Taman Bebek Hita,Amed,https://www.tripadvisor.com/Restaurant_Review-g608478-d2090958-Reviews-Taman_Bebek_Hita-Amed_Abang_Karangasem_Bali.html#REVIEWS,223,Average,"Barbecue, Seafood",Mid-range,Moderate,33.2 mi,Homely meal,"Amazing views, great home style food","{'lat': -8.3450081, 'lng': 115.6708302}",4.6,"Bunutan, Abang, Karangasem Regency, Bali 80852, Indonesia","Abang, Karangasem"
Tropical View Kitchen Bar Coffee,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d1507642-Reviews-Tropical_View_Kitchen_Bar_Coffee-Ubud_Gianyar_Regency_Bali.html#REVIEWS,666,Average,"Italian, Seafood",Mid-range,Moderate,9.2 mi,Awesome lunch spot,Lovely view and good food,"{'lat': -8.5183644, 'lng': 115.26155}",4.3,"Jl. Monkey Forest, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80751, Indonesia","Ubud, Gianyar"
Beras Merah Waroeng and Bar,Kuta,https://www.tripadvisor.com/Restaurant_Review-g297697-d2183555-Reviews-Beras_Merah_Waroeng_and_Bar-Kuta_Kuta_District_Bali.html#REVIEWS,232,Average,"Bar, Asian",Mid-range,Moderate,22.4 mi,Great food for everyone!,Transit place after my deep dive at...,"{'lat': -8.729108799999999, 'lng': 115.1686675}",4.3,"Jl. Kartika Plaza, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
Motel Mexicola,Seminyak,https://www.tripadvisor.com/Restaurant_Review-g469404-d4040672-Reviews-Motel_Mexicola-Seminyak_Kuta_District_Bali.html#REVIEWS,5715,High,"Mexican, Bar",Mid-range,Moderate,19.3 mi,Good food and vibes,Great night of entertainment,"{'lat': -8.682210099999999, 'lng': 115.1538717}",4.4,"Jl. Kayu Jati No.9X, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia","Kuta Utara, Badung"
